location,number_of_bedroom,access_to_school,access_to_hospital,access_to_market,total_sqft,SalePrice
Phường 15 Quận Tân Bình,3,0,0,0,124.8,5302.635
Phường 12 Quận Gò Vấp,2,1,0,1,73.2,3603.4375
Phường An Lạc A Quận Bình Tân,3,1,1,1,45.5,6047.51875
Phường 13 Quận Gò Vấp,2,1,0,1,84.5,2799.602
Phường 11 Quận Gò Vấp,5,1,1,1,122.8,12327.9975
Phường 8 Quận Gò Vấp,3,1,0,1,71.8,1623.401
Phường Phú Thạnh Quận Tân Phú,2,1,0,1,58.6,3303.3
Phường 5 Quận 6,3,1,1,1,59.4,4504.9225
Phường 13 Quận 6,1,0,0,0,43,2893.943
Phường 11 Quận 6,2,0,0,0,88.8,4658.68
Phường 8 Quận 6,4,0,0,0,40.2,2607.41
Phường 17 Quận Gò Vấp,2,1,1,1,52,3199.625
Phường 3 Quận 11,2,1,1,1,94,4556.16525
Phường 9 Quận 6,3,1,0,1,57.5,5150.08
Phường 13 Quận Tân Bình,2,1,0,1,91.1,5116.29625
Phường 1 Quận 11,2,1,0,1,72.2,2638.6425
Phường 1 Quận 11,2,0,0,0,72.2,3013.4325
Phường Phú Trung Quận Tân Phú,4,1,0,1,103,4244.5
Phường Tân Phú Quận 7,2,1,0,1,44.2,1591.785
Phường 8 Quận Tân Bình,2,1,0,1,77.4,4357.08
Phường 3 Quận Gò Vấp,2,1,1,1,41.2,2807.61
Phường 12 Quận 11,3,1,1,1,81.8,9239.0675
Phường 13 Quận Bình Thạnh,2,1,0,1,56.6,3738.8325
Phường 5 Quận 8,2,1,0,1,27.6,2500.56
Phường 3 Quận Tân Bình,2,1,1,1,43.5,4109.196
Phường Tân Thuận Đông Quận 7,2,1,1,1,61.4,3631.01375
Phường Tân Thuận Đông Quận 7,2,0,0,0,57.6,3808.0185
Phường 5 Quận Bình Thạnh,2,0,0,1,28.6,2100.67
Phường 5 Quận Phú Nhuận,2,0,0,0,63.3,5440.84125
Phường 7 Quận Bình Thạnh,2,0,0,1,42,2849.574
Phường 22 Quận Bình Thạnh,2,0,0,0,29.9,3725.8
Phường Tân Hưng Quận 7,2,1,1,1,36.6,1699.425
Phường Tân Hưng Quận 7,4,1,1,1,71.4,3876.6
Phường Tân Hưng Quận 7,3,1,0,1,87.5,4692.48
Phường 15 Quận Bình Thạnh,2,0,0,1,49.4,5745.675
Phường 11 Quận 10,2,0,0,0,19.4,2803.411
Phường 4 Quận 3,2,0,0,0,62.3,4137.25
Phường 10 Quận 4,2,1,0,1,104.5,12287.95425
Phường Phạm Ngũ Lão Quận 1,4,1,1,1,74.2,12234.183
Phường 13 Quận 4,3,1,0,1,74.6,4620.031
Phường Hiệp Thành Quận 12,2,1,0,1,86.9,2515.91184
Phường Linh Đông Thành phố Thủ Đức,2,1,0,1,52.8,3467.73312
Phường 17 Quận Gò Vấp,1,1,1,1,47.3,2691.09864
Phường 13 Quận 8,1,1,0,1,31.8,1571.05008
Phường 5 Quận Bình Thạnh,2,0,0,0,68.8,3864.672
Phường 5 Quận Bình Thạnh,2,0,0,0,68.8,4317.1866
Phường 5 Quận Phú Nhuận,2,0,0,0,62.9,6695.06148
Phường 11 Quận 3,2,0,0,0,42.9,3917.3706
Phường 10 Quận 10,3,1,1,1,66.9,3680.64
Phường 10 Quận 10,3,1,1,1,66.9,3885.3756
Phường 15 Quận Bình Thạnh,3,1,0,1,100,5955.81012
Phường 8 Quận 4,2,1,0,1,85.6,4135.80816
Phường 8 Quận 4,2,1,0,1,85.6,4236.09912
Phường 14 Quận Gò Vấp,2,1,0,1,57.6,4550.424
Phường 15 Quận Tân Bình,2,1,1,1,89.5,4770.8392
Phường 9 Quận Gò Vấp,1,1,0,1,33,2498.96379
Phường 8 Quận Gò Vấp,2,1,0,1,55.6,3918.4745
Phường 8 Quận Gò Vấp,3,1,0,1,71.8,1750.8215
Phường 11 Quận Gò Vấp,2,1,0,1,37.9,3293.2757
Phường 12 Quận 6,1,1,1,1,30.2,1962.59322
Phường 14 Quận 8,3,1,0,1,58.4,3349.96866
Phường 5 Quận Gò Vấp,2,1,0,1,48.4,2624.1489
Phường 3 Quận Tân Bình,3,1,0,1,97.1,6149.274
Phường 11 Quận Bình Thạnh,2,0,0,0,40.6,3589.47316
Phường 14 Quận 10,1,0,0,0,102.5,11392.7268
Phường 7 Quận Bình Thạnh,2,0,0,1,24.7,2997.3108
Phường 1 Quận 8,2,1,0,1,38.3,3095.79996
Phường 17 Quận Bình Thạnh,2,0,0,0,84.4,3419.5364
Phường 10 Quận 4,1,1,0,1,36.6,1346.87124
Phường 6 Quận 4,1,1,0,1,114,5145.59672
Phường Hiệp Thành Quận 12,2,1,0,1,25,2900
Phường 14 Quận Gò Vấp,2,0,0,0,54.8,3844.6639
Phường Trường Thọ Thành phố Thủ Đức,2,1,0,1,21.6,1839.8436
Phường Tây Thạnh Quận Tân Phú,2,1,0,1,40.3,3514.16
Phường 12 Quận Gò Vấp,2,1,0,1,70.2,4187.63898
Phường 10 Quận Gò Vấp,2,1,0,1,63.6,3191.02
Phường 10 Quận Gò Vấp,2,1,0,1,71.8,3689.07672
Phường Bình Trị Đông Quận Bình Tân,3,1,1,1,56,3210.07918
Phường 6 Quận Gò Vấp,2,1,0,1,70,3291.2908
Phường 14 Quận 6,2,1,1,1,31.2,2698.8
Phường 14 Quận 6,2,0,0,1,41.7,3109.40266
Phường 8 Quận 6,2,1,0,1,92.8,3250.56102
Phường 15 Quận 8,2,1,0,1,21.2,1500.96
Phường 3 Quận 11,2,1,0,1,34.5,4191.26792
Phường 14 Quận 6,1,0,0,0,43.6,3909.59842
Phường 6 Quận 8,3,1,0,1,149,6384.1008
Phường 3 Quận 11,2,0,1,1,43.7,2964.654
Phường 12 Quận 8,3,1,0,1,76.6,4136.49894
Phường 11 Quận Bình Thạnh,2,0,0,1,51,4713.4521
Phường 5 Quận Bình Thạnh,3,0,0,1,119.9,7165.0152
Phường 1 Quận Bình Thạnh,2,0,0,1,49.2,3950.75968
Phường Tân Kiểng Quận 7,2,1,0,1,71.5,5496.88776
Phường 3 Quận Bình Thạnh,3,0,0,0,71.1,5009.39264
Phường Tân Hưng Quận 7,2,1,1,1,53.8,2794.155
Phường Tân Định Quận 1,2,1,0,1,60,10846.27698
Phường 6 Quận 4,1,1,0,1,31.3,2430.1179
Phường 6 Quận 4,1,1,0,1,39.8,2743.22104
Xã Bà Điểm Huyện Hóc Môn,2,0,0,1,38.8,2469.46584
Phường Bình Hưng Hòa A Quận Bình Tân,2,1,1,1,61.6,2970.9192
Phường 4 Quận 8,1,1,1,1,29.3,3058.0065
Phường 9 Quận 6,2,1,0,1,71.7,3556.01232
Phường 9 Quận Phú Nhuận,2,0,1,1,42.4,2926.61157
Phường 12 Quận 10,1,0,0,0,39.2,5634.62856
Phường 8 Quận 4,1,1,0,1,62.6,1838.09736
Phường 3 Quận 4,3,1,0,1,112.6,6404.10408
Phường Long Thạnh Mỹ Quận 9,3,0,0,0,200,4049.28
Phường Hiệp Thành Quận 12,1,1,0,1,38.1,1571.4048
Phường Hiệp Thành Quận 12,2,1,0,1,27.2,1306.2784
Xã Bà Điểm Huyện Hóc Môn,2,0,0,0,53.6,2196.3392
Phường Hiệp Thành Quận 12,2,1,0,1,40,2204
Phường Tân Thới Hiệp Quận 12,2,1,0,1,40.1,1984.272
Phường Tân Thới Hiệp Quận 12,1,1,0,1,40.1,2004.016
Phường Tân Thới Hiệp Quận 12,2,1,0,1,58.5,2884.896
Xã Phú Xuân Huyện Nhà Bè,2,1,0,1,52,1300.48
Xã Phú Xuân Huyện Nhà Bè,2,1,1,1,51.2,1320.96
Xã Phú Xuân Huyện Nhà Bè,2,1,0,1,46,1352.448
Xã Phú Xuân Huyện Nhà Bè,2,1,0,1,38.4,1500.16
Xã Phú Xuân Huyện Nhà Bè,2,1,1,1,51.2,1548.8
Xã Nhơn Đức Huyện Nhà Bè,2,1,0,1,40,1100.32
Xã Nhơn Đức Huyện Nhà Bè,3,1,0,1,44,1350.72
Xã Nhơn Đức Huyện Nhà Bè,2,1,0,1,60.8,1386.24
Xã Nhơn Đức Huyện Nhà Bè,2,1,0,1,76,1601.28
Xã Nhơn Đức Huyện Nhà Bè,2,1,0,1,71.7,1641.2736
Xã Nhơn Đức Huyện Nhà Bè,2,1,0,1,70,1648
Xã Nhơn Đức Huyện Nhà Bè,2,1,0,1,73.6,1700.16
Xã Nhơn Đức Huyện Nhà Bè,2,1,0,1,71,1836
Xã Nhơn Đức Huyện Nhà Bè,2,1,1,1,100,1848
Xã Nhơn Đức Huyện Nhà Bè,2,1,1,1,85.2,1927.968
Xã Nhơn Đức Huyện Nhà Bè,2,1,0,1,77.4,2001.92
Xã Nhơn Đức Huyện Nhà Bè,2,1,0,1,83.2,2100.8
Phường 14 Quận Gò Vấp,2,1,0,1,47.7,2551.456
Phường 14 Quận Gò Vấp,2,1,0,1,34.4,4058.2784
Phường Linh Đông Thành phố Thủ Đức,2,1,1,1,57.6,2649.6
Phường Bình Trị Đông A Quận Bình Tân,2,1,1,1,43.1,2505.0624
Phường 14 Quận Gò Vấp,3,0,0,0,70.4,3556.8
Phường 14 Quận Gò Vấp,2,1,0,1,57.6,3590.496
Phường Bình Hưng Hòa A Quận Bình Tân,1,1,0,1,32.9,2309.44
Phường 12 Quận Gò Vấp,2,1,0,0,70.4,3471.36
Phường 12 Quận Gò Vấp,2,1,0,1,70.4,3578.88
Phường 15 Quận 8,2,1,0,1,49.8,2982.4
Phường 15 Quận Tân Bình,2,1,0,1,65.2,3520.896
Phường 15 Quận Tân Bình,2,1,0,1,63.1,3721.024
Phường 8 Quận Gò Vấp,2,1,0,1,60.4,3726.432
Phường 9 Quận Gò Vấp,2,1,0,1,53.2,3282.64
Phường Sơn Kỳ Quận Tân Phú,2,1,0,1,61.4,4500.8
Phường Bình Trị Đông A Quận Bình Tân,2,1,0,1,74.2,3109.1328
Phường 15 Quận Tân Bình,2,0,0,0,32,3398.4
Phường 15 Quận Tân Bình,2,0,0,0,78.7,3951.36
Phường 8 Quận Gò Vấp,2,1,0,1,55,2931.84
Phường An Lạc A Quận Bình Tân,3,1,0,1,97.7,5794.432
Phường 8 Quận Gò Vấp,2,1,0,1,65.4,3375.104
Phường 8 Quận Gò Vấp,2,0,0,0,65.4,3533.568
Phường 10 Quận Gò Vấp,1,1,0,0,25,1367.1936
Phường 10 Quận Gò Vấp,2,1,1,1,66.7,3501.248
Phường 10 Quận Gò Vấp,2,1,0,0,51.7,3601.7408
Thị trấn Nhà Bè Huyện Nhà Bè,2,1,1,1,104.3,6849.7888
Phường 15 Quận Tân Bình,2,0,0,0,72,4186.112
Phường 8 Quận Gò Vấp,2,1,0,1,61,2914.9248
Phường 8 Quận Gò Vấp,2,1,0,1,61,3508.7616
Phường 8 Quận Gò Vấp,3,1,0,1,83.5,4350.7712
Phường Bình Trị Đông Quận Bình Tân,3,1,1,1,62.2,2872.576
Phường 10 Quận 6,3,1,0,1,71.3,4236.5856
Phường Tân Quý Quận Tân Phú,3,1,0,1,114.1,5202.288
Phường 15 Quận 8,2,1,0,1,56.2,2612.16
Phường Phú Thạnh Quận Tân Phú,2,1,0,1,37.8,2919.744
Phường Phú Thọ Hòa Quận Tân Phú,2,1,0,1,37.8,3258.368
Phường Phú Mỹ Quận 7,2,1,0,1,36.4,2333.76
Phường 11 Quận Gò Vấp,2,0,0,1,73.8,3769.8048
Phường 11 Quận Gò Vấp,1,1,0,0,23.2,2594.6752
Phường Hiệp Tân Quận Tân Phú,2,0,0,0,67.6,3914.56
Phường 13 Quận 6,2,1,1,1,49.7,2886.912
Phường 13 Quận 6,3,0,0,0,65.2,3714.24
Phường 13 Quận 6,2,1,0,1,58.8,4885.888
Phường 12 Quận 6,2,0,0,1,54.5,2954.88
Phường 17 Quận Gò Vấp,2,1,1,1,51,3273.792
Phường 17 Quận Gò Vấp,2,1,0,1,51,3539.5712
Phường 14 Quận 6,1,1,0,1,145,5074.496
Phường 11 Quận Gò Vấp,1,0,0,0,32.4,2677.1456
Phường 7 Quận 6,2,1,1,1,68.6,6704.784
Phường 7 Quận 6,3,0,0,1,105.5,7052.8
Phường 6 Quận Gò Vấp,1,1,0,1,21.6,2643.84
Phường 12 Quận 6,3,1,0,1,40.4,3699.1744
Phường 12 Quận 6,2,1,1,1,74,4846.992
Phường Phú Thọ Hòa Quận Tân Phú,2,1,0,1,36,2299.584
Phường 8 Quận 3,2,1,0,1,72.4,4379.00352
Phường 3 Quận 11,2,0,0,0,42,4007.4496
Phường 3 Quận 11,1,1,1,1,59.8,5368.704
Phường 13 Quận Tân Bình,2,1,1,1,73.5,5505.408
Phường 12 Quận 6,3,1,0,1,81.9,4863.8976
Phường 12 Quận 6,3,1,0,1,81.9,5381.9136
Phường Hiệp Bình Chánh Thành phố Thủ Đức,2,1,0,1,50,3035.52
Phường Hòa Thạnh Quận Tân Phú,2,1,0,0,74,3311.104
Phường 1 Quận 11,2,1,0,1,36.8,5004.288
Phường 6 Quận 6,2,0,0,0,70.2,5516.32
Phường 13 Quận Tân Bình,2,1,0,1,55.6,4178.88
Phường 4 Quận 6,2,1,0,1,103.8,5797.888
Phường Phú Thuận Quận 7,2,1,0,1,49.6,3836.8
Phường 1 Quận 11,2,0,0,0,71.8,5610.976
Phường 13 Quận Tân Bình,3,1,0,1,68.6,4319.9616
Phường 16 Quận 11,2,1,1,1,50.4,3808
Phường 16 Quận 11,4,0,0,0,103.4,4696.608
Phường 16 Quận 11,2,0,0,0,105.9,6209.664
Phường 3 Quận Gò Vấp,2,0,1,1,76,5587.2
Phường 14 Quận Tân Bình,3,1,0,1,68.6,4136.6016
Phường 7 Quận Gò Vấp,2,0,0,0,53.8,3564.8
Phường 4 Quận 6,2,0,0,1,62.1,2965.776
Phường 4 Quận Gò Vấp,2,1,0,1,49.8,9976.32
Phường 10 Quận Tân Bình,3,1,1,1,75.8,3395.28
Phường 5 Quận Gò Vấp,1,1,0,1,35.7,2699.9424
Phường 2 Quận 6,2,1,1,1,51.2,12538.944
Phường 14 Quận 11,1,0,0,0,36.4,2397.76
Phường 4 Quận Gò Vấp,1,1,0,1,40.4,3029.0624
Phường 10 Quận Tân Bình,2,0,0,0,45.3,2938.88
Xã Phước Kiển Huyện Nhà Bè,2,1,1,1,88,1562.4576
Xã Phước Kiển Huyện Nhà Bè,2,1,0,1,76.8,2112.8448
Phường 5 Quận 8,2,0,0,0,80.2,4459.392
Phường 10 Quận Tân Bình,2,0,0,0,46.4,3397.536
Phường 5 Quận 11,1,1,1,1,19.2,2099.52
Phường 3 Quận Gò Vấp,1,1,1,1,40.6,2801.76
Phường 1 Quận Gò Vấp,6,1,0,1,108.5,5500.8896
Phường 11 Quận 11,2,1,1,1,92.4,5512
Phường 9 Quận Tân Bình,2,0,0,0,95.9,5425.088
Phường 6 Quận 11,2,0,0,0,71.5,3169.4624
Phường 9 Quận Phú Nhuận,1,0,1,1,47,3464.768
Phường Tân Thuận Đông Quận 7,2,1,1,1,68.2,3266.496
Phường Tân Thuận Đông Quận 7,4,1,1,1,160,10000
Phường 8 Quận Phú Nhuận,4,0,0,0,107.9,27075.84
Phường 4 Quận Phú Nhuận,1,0,0,0,64.9,4631.264
Phường Bình Thuận Quận 7,2,1,1,1,74,3961.3696
Phường 5 Quận Tân Bình,2,0,0,0,79,7342.08
Phường 5 Quận Phú Nhuận,2,0,1,1,32,2979.2
Phường 24 Quận Bình Thạnh,2,0,0,0,85.1,6891.76
Phường 7 Quận 3,1,1,0,1,18,1493.632
Phường 15 Quận Phú Nhuận,2,0,0,0,38.5,12208.35
Phường 5 Quận 5,5,1,1,1,65.9,8365.728
Phường 15 Quận 10,2,0,0,0,74,5966.4
Phường 13 Quận 10,2,0,0,0,101.2,9523.2
Phường 4 Quận 10,2,0,0,0,70.7,6873.728
Phường 3 Quận 8,2,1,0,1,46.8,6036.16
Phường 22 Quận Bình Thạnh,3,0,0,0,112.8,6838.272
Phường 10 Quận 10,8,0,0,0,136.8,25571.2736
Phường 17 Quận Phú Nhuận,2,0,0,0,63.2,3912.576
Phường 15 Quận Phú Nhuận,1,1,0,1,29.3,3159.504
Phường 15 Quận Phú Nhuận,1,0,0,0,29.3,3238.4
Phường 2 Quận Phú Nhuận,2,0,1,1,27.9,2914.784
Phường 9 Quận 10,2,0,0,0,67,5163.648
Phường 1 Quận Bình Thạnh,4,0,0,1,86.2,14050.816
Phường 14 Quận 3,1,1,1,1,52.5,6067.2
Phường 1 Quận 8,1,1,0,1,28,1416.96
Phường 3 Quận Bình Thạnh,2,0,0,0,57.6,2610.144
Phường 13 Quận 10,1,0,0,0,90,7112
Phường 2 Quận 10,1,0,0,0,38.8,4254.72
Phường Tân Định Quận 1,1,0,0,0,31.6,2740.032
Phường 12 Quận 10,2,0,0,0,80.8,7056.192
Phường 3 Quận 3,3,0,1,1,62.3,5797.44
Phường 11 Quận 10,1,0,0,0,49.2,4241.12
Phường 2 Quận 5,2,0,0,0,60.4,10057.344
Phường 2 Quận 3,1,1,1,1,57.3,6887.392
Phường 2 Quận 3,2,1,1,1,55.6,7461.12
Phường Nguyễn Cư Trinh Quận 1,2,1,0,1,74.2,6403.2
Phường 10 Quận 4,2,1,0,1,36.9,3388.528
Phường 13 Quận 4,1,1,1,1,39.2,3563.84
Phường Bến Thành Quận 1,1,1,0,1,45,3815.936
Phường Hiệp Phú Quận 9,1,1,1,1,14.2,2149.88
Phường Phước Long B Quận 9,2,1,0,0,63.3,4727.58
Phường 8 Quận Gò Vấp,2,1,0,1,101,3771.2499
Phường 8 Quận Gò Vấp,3,1,0,1,101,3771.2499
Phường 15 Quận 8,2,1,0,1,42.8,2458.07364
Phường 8 Quận 3,2,0,0,0,99.5,4652.97547
Phường 6 Quận 6,1,1,1,1,23.8,2026.98342
Phường 13 Quận Bình Thạnh,1,0,0,1,35.5,2403.35
Phường 3 Quận 8,2,0,0,0,37.3,2973.73076
Phường Tân Thuận Đông Quận 7,3,0,0,1,61.6,2530.8184
Phường 25 Quận Bình Thạnh,2,0,0,1,90.9,6604.35589
Phường 1 Quận Bình Thạnh,3,0,0,0,121.1,7529.1975
Phường Tân Định Quận 1,2,1,1,1,109.2,10197.00088
Phường 11 Quận 6,1,1,1,0,45.2,2819.01594
Phường 17 Quận Gò Vấp,2,1,0,1,63.9,3407.71344
Phường 14 Quận 8,2,1,0,1,42.3,3003.60222
Phường 3 Quận Gò Vấp,2,1,1,1,43.4,4354.95276
Phường 11 Quận 11,1,1,0,1,34.6,2552.27436
Phường 12 Quận Bình Thạnh,2,0,0,0,15.6,3174.3078
Phường 5 Quận Bình Thạnh,2,0,0,1,37.2,2942.3586
Phường 8 Quận 10,1,0,0,0,76.8,6223.85148
Phường 9 Quận 8,2,1,1,1,27.9,1954.75554
Phường 2 Quận 4,2,1,0,1,84.4,3813.5196
Phường 14 Quận 4,1,1,0,1,60.2,2899.70208
Phường 16 Quận 4,2,1,0,1,76.8,4282.347
Phường Linh Tây Thành phố Thủ Đức,2,1,1,1,60.5,2500.41675
Phường 15 Quận 8,3,1,0,1,61.8,3072.3957
Phường 10 Quận Gò Vấp,1,0,0,0,58.4,2841.14103
Phường 10 Quận Gò Vấp,1,1,0,1,58.4,2860.46852
Phường 10 Quận Gò Vấp,2,1,0,1,58.4,3589.34345
Phường 15 Quận Gò Vấp,3,1,0,1,72.8,3469.882
Phường 13 Quận Tân Bình,2,1,0,1,82.4,7345.89806
Phường 10 Quận 8,2,0,0,0,73.7,6620.54817
Phường 8 Quận Tân Bình,2,1,1,1,52.1,4596.183
Phường 25 Quận Bình Thạnh,1,0,0,0,78,3620.34288
Phường 7 Quận Bình Thạnh,2,0,0,0,54.3,3081.93106
Phường 11 Quận 10,3,0,0,0,91,12459.38068
Phường 4 Quận 3,4,1,1,1,29.6,11188.8003
Phường 5 Quận 3,1,0,0,0,24.2,2587.32864
Phường 14 Quận Gò Vấp,2,1,0,0,36.6,4003.2144
Phường Trường Thọ Thành phố Thủ Đức,4,1,0,0,116,2988.74064
Phường 16 Quận Gò Vấp,2,1,1,0,44.9,2575.6528
Phường Tân Sơn Nhì Quận Tân Phú,2,1,0,1,62.7,3728.484
Phường 13 Quận 8,2,0,0,1,43.5,3469.7432
Phường 13 Quận 11,3,0,0,0,88.6,3419.3096
Phường 26 Quận Bình Thạnh,2,0,0,1,93.1,5642.38224
Phường 5 Quận Bình Thạnh,2,1,0,1,50.5,3277.50776
Phường Tân Định Quận 1,2,1,0,1,50.2,2785.9824
Phường Nguyễn Cư Trinh Quận 1,1,1,1,1,56.1,5458.2996
Phường 2 Quận 4,2,1,0,1,63.5,4086.10752
Phường 8 Quận 4,3,1,0,1,74.2,3847.3948
Phường Long Trường Quận 9,3,1,0,1,130,2427.7806
Phường Hiệp Thành Quận 12,2,1,0,1,24.1,1648.59975
Phường Hiệp Thành Quận 12,2,0,0,1,24.1,1688.8095
Phường Hiệp Thành Quận 12,2,1,0,1,24.1,1888.11
Xã Phú Xuân Huyện Nhà Bè,2,1,0,1,53,2217.6
Phường 12 Quận Gò Vấp,2,1,0,1,21.5,3278.75
Phường 12 Quận Gò Vấp,2,1,0,1,87,3705.9372
Phường Sơn Kỳ Quận Tân Phú,2,1,0,1,61.4,3950.8875
Phường Tây Thạnh Quận Tân Phú,1,0,0,0,46.4,1860.768
Phường 16 Quận Gò Vấp,2,0,0,0,53.3,4861.899
Phường 12 Quận Gò Vấp,3,1,0,1,68.4,2803.7583
Phường 8 Quận Gò Vấp,2,1,0,1,65.6,2501.1126
Phường Bình Trị Đông Quận Bình Tân,2,1,1,1,38.4,2023.9065
Phường Tân Quý Quận Tân Phú,2,1,0,1,75.1,3460.05135
Phường Phú Thạnh Quận Tân Phú,5,1,0,1,75.7,5820.42825
Phường Phú Thọ Hòa Quận Tân Phú,2,1,0,1,28,1902.3795
Phường 10 Quận Gò Vấp,2,1,1,1,47.5,2822.21415
Phường 11 Quận Gò Vấp,1,1,0,0,35.9,2143.827
Phường 7 Quận 6,1,1,1,1,67.2,3610.53
Phường Hòa Thạnh Quận Tân Phú,2,1,0,1,67.8,2161.1205
Phường Hòa Thạnh Quận Tân Phú,1,1,0,1,41.6,3197.502
Phường 9 Quận 6,3,1,0,1,33.1,3797.01
Phường Phú Trung Quận Tân Phú,1,1,0,1,64.3,2852.2368
Phường 12 Quận Tân Bình,2,0,0,0,83.9,3051.279
Phường 14 Quận 11,2,1,0,1,51.8,4969.503
Phường 16 Quận 11,3,1,1,1,64.5,4347
Phường 27 Quận Bình Thạnh,2,0,0,1,40.6,1913.94
Phường 5 Quận 11,2,1,1,1,43.8,3099.19365
Phường 4 Quận Tân Bình,2,1,1,1,90.5,3145.527
Phường 4 Quận Tân Bình,2,1,1,1,90.5,3979.03275
Phường 1 Quận Gò Vấp,1,1,0,0,103,8793.72585
Phường 3 Quận Tân Bình,3,1,1,1,83.6,6299.88975
Phường 3 Quận Tân Bình,3,0,0,0,90.1,7091.721
Phường 7 Quận Phú Nhuận,2,0,0,0,71.5,6588.54
Phường 15 Quận Phú Nhuận,2,0,0,0,52.4,5920.0785
Phường 7 Quận 3,1,0,1,1,36.2,2846.5038
Phường 2 Quận 8,3,0,0,0,55,3126.816
Phường Tân Hưng Quận 7,2,0,0,0,35.4,2598.36
Phường 17 Quận Bình Thạnh,3,0,0,1,76.5,8383.7754
Phường 17 Quận Bình Thạnh,2,0,0,1,54.3,3217.92975
Phường 12 Quận 10,1,0,0,0,80.8,6910.0416
Phường 3 Quận 4,1,1,0,1,97.4,10810.107
Phường 5 Quận 4,1,1,0,1,43.7,2900.709
Phường 8 Quận 4,1,1,0,1,51.5,4601.52
Phường Bến Thành Quận 1,2,1,0,1,49.4,7105.392
Phường 12 Quận Gò Vấp,2,1,0,1,36.8,2403.4816
Phường 8 Quận Gò Vấp,2,1,0,1,97.8,3567.3854
Phường 14 Quận 8,2,1,0,1,93.7,3080.76704
Phường 6 Quận 8,2,1,0,1,34.7,2132.38656
Phường 7 Quận Gò Vấp,3,0,0,1,56.4,3743.53312
Phường 9 Quận Tân Bình,2,1,0,1,58.8,3992.824
Phường 9 Quận Tân Bình,2,1,0,1,82.8,4624.8589
Phường Tân Thuận Đông Quận 7,1,1,0,1,38.4,2651.9184
Phường 5 Quận Phú Nhuận,3,0,1,1,78.2,5197.72992
Phường 21 Quận Bình Thạnh,1,0,0,1,40.8,2212.5068
Phường Tân Kiểng Quận 7,2,1,1,1,48,3157.584
Phường 1 Quận 3,3,0,0,0,70,4941.7006
Phường 16 Quận 4,2,1,0,1,60.6,2453.2035
Thị trấn Nhà Bè Huyện Nhà Bè,4,1,0,1,85.6,13302.5
Phường 15 Quận 8,1,1,0,1,35.8,1708.4166
Phường 16 Quận Gò Vấp,2,1,0,1,53.6,2911.0565
Phường 4 Quận 8,2,1,0,1,77,3946.53249
Phường 4 Quận 8,2,1,0,1,57.4,4098.3594
Phường 4 Quận 8,2,1,0,1,57.4,4807.5235
Phường 10 Quận Gò Vấp,2,1,0,1,78.9,3434.90895
Phường 15 Quận 8,2,1,0,1,61.8,2331.90947
Phường 15 Quận 8,2,1,0,1,46.2,2650.81578
Phường 13 Quận 6,1,1,1,1,33.8,2710.94308
Phường 13 Quận 6,2,0,0,0,42,3325.31513
Phường 14 Quận 6,1,0,0,1,21.3,2238.63
Phường 10 Quận Tân Bình,2,0,0,0,58.9,3083.32544
Phường Tân Thuận Đông Quận 7,2,1,1,1,75.6,2982.264
Phường 1 Quận 8,2,1,0,1,49.4,3265.4664
Phường 10 Quận 10,2,0,0,0,62.6,5343.4108
Phường 13 Quận 4,2,1,0,1,33.8,2909.961
Xã Thới Tam Thôn Huyện Hóc Môn,3,0,0,0,80,3637.296
Phường Tân Thới Hiệp Quận 12,1,1,0,1,32.8,2033.35392
Phường Tân Quý Quận Tân Phú,2,1,0,1,54.5,2471.6016
Phường 11 Quận Gò Vấp,2,1,0,1,39.7,2578.62384
Phường Phú Thạnh Quận Tân Phú,2,1,0,1,43.6,3870.282
Phường 14 Quận 6,2,0,0,0,89.4,4634.80992
Phường 12 Quận 6,2,1,0,1,65.4,3599.6376
Phường 3 Quận 11,2,0,0,0,48.2,3488.2848
Phường 3 Quận Gò Vấp,2,0,1,1,72.9,2931.6924
Phường 12 Quận 8,2,1,0,1,44.6,1919.19312
Phường 12 Quận 8,2,1,0,1,69.9,5658.042
Phường 11 Quận Bình Thạnh,2,0,0,0,54.2,3157.80504
Phường 14 Quận 10,3,0,0,0,79.8,7140.98112
Phường 11 Quận Bình Thạnh,3,1,0,1,164.8,8013.43296
Phường 6 Quận 11,1,1,1,1,51.4,4899.25488
Phường 14 Quận 10,1,0,0,0,42.4,3174.06336
Phường 5 Quận 10,1,0,0,0,46.8,3952.7904
Phường 4 Quận 10,3,0,0,0,37.8,5285.4672
Phường 1 Quận Bình Thạnh,2,0,0,1,29.4,2005.65456
Phường 16 Quận 4,3,1,0,1,106.4,12171.3696
Phường 13 Quận 10,2,0,0,0,57,3559.17744
Xã Long Thới Huyện Nhà Bè,2,1,0,1,95,2376.02756
Phường An Phú Đông Quận 12,2,0,0,1,84,2716.50103
Phường 8 Quận 6,2,1,1,1,55.4,2246.89725
Phường 8 Quận 6,2,1,0,1,49.4,3052.776
Phường 10 Quận Tân Bình,2,1,0,1,77.2,3347.8528
Phường 13 Quận 8,2,1,0,1,42.4,2500.41201
Phường 4 Quận 8,3,1,0,1,84.8,6342.2541
Phường 5 Quận Bình Thạnh,2,0,0,1,51.1,3675.34202
Phường Tân Thuận Tây Quận 7,1,1,0,1,30,1789.27941
Phường Tân Thuận Tây Quận 7,1,1,1,1,30,1899.25834
Phường 10 Quận 3,2,1,0,1,52,4305.19166
